organism,genome,symbol,gene_id,gene_number,chr,start,end,strand
Mus musculus,mm10,Rybp,ENSMUSG00000072872.3,16553,chr6,100228565,100287485,-
Mus musculus,mm10,Ryk,ENSMUSG00000032547.12,16554,chr9,102834917,102908305,+
Mus musculus,mm10,Ryr1,ENSMUSG00000030592.18,16555,chr7,29003344,29125179,-
Mus musculus,mm10,Ryr2,ENSMUSG00000021313.16,16556,chr13,11553102,12106945,-
Mus musculus,mm10,Ryr3,ENSMUSG00000057378.15,16557,chr2,112631355,113217096,-
Mus musculus,mm10,S100a1,ENSMUSG00000044080.9,16558,chr3,90511034,90514392,-
Mus musculus,mm10,S100a10,ENSMUSG00000041959.14,16559,chr3,93555080,93564643,+
Mus musculus,mm10,S100a11,ENSMUSG00000027907.4,16560,chr3,93520488,93526287,+
Mus musculus,mm10,S100a13,ENSMUSG00000042312.10,16561,chr3,90514435,90524581,+
Mus musculus,mm10,S100a14,ENSMUSG00000042306.11,16562,chr3,90526856,90528837,+
Mus musculus,mm10,S100a16,ENSMUSG00000074457.10,16563,chr3,90537254,90543151,+
Mus musculus,mm10,S100a2,ENSMUSG00000094018.2,16564,chr3,90560363,90591531,+
Mus musculus,mm10,S100a3,ENSMUSG00000001021.13,16565,chr3,90584659,90602702,+
Mus musculus,mm10,S100a4,ENSMUSG00000001020.8,16566,chr3,90603771,90606045,+
Mus musculus,mm10,S100a5,ENSMUSG00000001023.10,16567,chr3,90608523,90611780,+
Mus musculus,mm10,S100a6,ENSMUSG00000001025.8,16568,chr3,90612882,90624181,+
Mus musculus,mm10,S100a7a,ENSMUSG00000063767.4,16569,chr3,90654017,90658669,+
Mus musculus,mm10,S100a7l2,ENSMUSG00000091175.2,16570,chr3,91088137,91090803,-
Mus musculus,mm10,S100a8,ENSMUSG00000056054.9,16571,chr3,90668978,90670035,+
Mus musculus,mm10,S100a9,ENSMUSG00000056071.12,16572,chr3,90692632,90695721,-
Mus musculus,mm10,S100b,ENSMUSG00000033208.7,16573,chr10,76253853,76261159,+
Mus musculus,mm10,S100g,ENSMUSG00000040808.4,16574,chrX,162961992,162964599,-
Mus musculus,mm10,S100pbp,ENSMUSG00000040928.15,16575,chr4,129148005,129189727,-
Mus musculus,mm10,S100z,ENSMUSG00000021679.4,16576,chr13,95477268,95478721,-
Mus musculus,mm10,S1pr1,ENSMUSG00000045092.8,16577,chr3,115710433,115715072,-
Mus musculus,mm10,S1pr2,ENSMUSG00000043895.6,16578,chr9,20962361,20976781,-
Mus musculus,mm10,S1pr3,ENSMUSG00000067586.4,16579,chr13,51408639,51422797,+
Mus musculus,mm10,S1pr4,ENSMUSG00000044199.6,16580,chr10,81497747,81500132,-
Mus musculus,mm10,S1pr5,ENSMUSG00000045087.8,16581,chr9,21242912,21248443,-
Mus musculus,mm10,Saa1,ENSMUSG00000074115.5,16582,chr7,46740497,46742980,-
Mus musculus,mm10,Saa2,ENSMUSG00000057465.5,16583,chr7,46751790,46754313,+
Mus musculus,mm10,Saa3,ENSMUSG00000040026.8,16584,chr7,46711998,46715700,-
Mus musculus,mm10,Saa4,ENSMUSG00000040017.8,16585,chr7,46727998,46732603,-
Mus musculus,mm10,Saal1,ENSMUSG00000006763.14,16586,chr7,46686108,46710680,-
Mus musculus,mm10,Sac3d1,ENSMUSG00000024790.8,16587,chr19,6116000,6118650,-
Mus musculus,mm10,Sacm1l,ENSMUSG00000025240.10,16588,chr9,123529759,123592600,+
Mus musculus,mm10,Sacs,ENSMUSG00000048279.19,16589,chr14,61138457,61240695,+
Mus musculus,mm10,Sae1,ENSMUSG00000052833.9,16590,chr7,16320234,16387806,-
Mus musculus,mm10,Safb,ENSMUSG00000071054.12,16591,chr17,56584825,56606294,+
Mus musculus,mm10,Safb2,ENSMUSG00000042625.16,16592,chr17,56560965,56584585,-
Mus musculus,mm10,Sag,ENSMUSG00000056055.13,16593,chr1,87803680,87845158,+
Mus musculus,mm10,Sall1,ENSMUSG00000031665.7,16594,chr8,89027235,89044162,-
Mus musculus,mm10,Sall2,ENSMUSG00000049532.11,16595,chr14,52311172,52328762,-
Mus musculus,mm10,Sall3,ENSMUSG00000024565.10,16596,chr18,80966376,80986771,-
Mus musculus,mm10,Sall4,ENSMUSG00000027547.17,16597,chr2,168748332,168767943,-
Mus musculus,mm10,Samd1,ENSMUSG00000079003.3,16598,chr8,83997501,84000409,+
Mus musculus,mm10,Samd10,ENSMUSG00000038605.11,16599,chr2,181595218,181599212,-
Mus musculus,mm10,Samd11,ENSMUSG00000096351.2,16600,chr4,156246966,156255657,-
Mus musculus,mm10,Samd12,ENSMUSG00000058656.13,16601,chr15,53453810,53902537,-
Mus musculus,mm10,Samd13,ENSMUSG00000048652.12,16602,chr3,146645195,146685592,-
Mus musculus,mm10,Samd14,ENSMUSG00000047181.12,16603,chr11,95009879,95026087,+
Mus musculus,mm10,Samd15,ENSMUSG00000090812.8,16604,chr12,87199723,87213541,+
Mus musculus,mm10,Samd3,ENSMUSG00000051354.14,16605,chr10,26229707,26272172,+
Mus musculus,mm10,Samd4,ENSMUSG00000021838.17,16606,chr14,46882854,47105815,+
Mus musculus,mm10,Samd4b,ENSMUSG00000109336.1,16607,chr7,28399522,28598144,-
Mus musculus,mm10,Samd5,ENSMUSG00000060487.7,16608,chr10,9622936,9675208,-
Mus musculus,mm10,Samd7,ENSMUSG00000051860.13,16609,chr3,30746293,30767174,+
Mus musculus,mm10,Samd8,ENSMUSG00000021770.11,16610,chr14,21750531,21798726,+
Mus musculus,mm10,Samd9l,ENSMUSG00000047735.14,16611,chr6,3372257,3399572,-
Mus musculus,mm10,Samhd1,ENSMUSG00000027639.16,16612,chr2,157097533,157135265,-
Mus musculus,mm10,Samm50,ENSMUSG00000022437.7,16613,chr15,84192241,84217267,+
Mus musculus,mm10,Samsn1,ENSMUSG00000022876.18,16614,chr16,75858793,76022281,-
Mus musculus,mm10,Samt1,ENSMUSG00000094802.7,16615,chrX,154001590,154012640,-
Mus musculus,mm10,Samt1b,ENSMUSG00000094577.7,16616,chrX,154022780,154033827,-
Mus musculus,mm10,Samt1c,ENSMUSG00000096867.1,16617,chrX,154043986,154055039,-
Mus musculus,mm10,Samt1d,ENSMUSG00000094592.1,16618,chrX,154109633,154120685,-
Mus musculus,mm10,Samt2,ENSMUSG00000072888.2,16619,chrX,154575228,154579360,-
Mus musculus,mm10,Samt2b,ENSMUSG00000059663.1,16620,chrX,154339225,154343392,-
Mus musculus,mm10,Samt3,ENSMUSG00000035454.1,16621,chrX,86044199,86047313,+
Mus musculus,mm10,Samt4,ENSMUSG00000025051.1,16622,chrX,154482002,154484682,+
Mus musculus,mm10,Sap130,ENSMUSG00000024260.14,16623,chr18,31634371,31723061,+
Mus musculus,mm10,Sap18,ENSMUSG00000021963.17,16624,chr14,57798180,57806638,+
Mus musculus,mm10,Sap18b,ENSMUSG00000061104.5,16625,chr8,95825346,95826134,+
Mus musculus,mm10,Sap25,ENSMUSG00000079165.10,16626,chr5,137641334,137642902,+
Mus musculus,mm10,Sap30,ENSMUSG00000031609.3,16627,chr8,57482707,57487860,-
Mus musculus,mm10,Sap30bp,ENSMUSG00000020755.9,16628,chr11,115933282,115966725,+
Mus musculus,mm10,Sap30l,ENSMUSG00000020519.5,16629,chr11,57801637,57810217,+
Mus musculus,mm10,Sapcd1,ENSMUSG00000036185.9,16630,chr17,35025959,35028016,-
Mus musculus,mm10,Sapcd2,ENSMUSG00000026955.13,16631,chr2,25372321,25378213,+
Mus musculus,mm10,Sar1a,ENSMUSG00000020088.10,16632,chr10,61680299,61693297,+
Mus musculus,mm10,Sar1b,ENSMUSG00000020386.5,16633,chr11,51763687,51791925,+
Mus musculus,mm10,Saraf,ENSMUSG00000031532.7,16634,chr8,34154563,34170845,+
Mus musculus,mm10,Sardh,ENSMUSG00000009614.16,16635,chr2,27188393,27248337,-
Mus musculus,mm10,Sarm1,ENSMUSG00000050132.13,16636,chr11,78472330,78497754,-
Mus musculus,mm10,Sarnp,ENSMUSG00000078427.3,16637,chr10,128817333,128877629,+
Mus musculus,mm10,Sars,ENSMUSG00000068739.13,16638,chr3,108424865,108445209,-
Mus musculus,mm10,Sars2,ENSMUSG00000070699.5,16639,chr7,28741992,28753871,+
Mus musculus,mm10,Sart1,ENSMUSG00000039148.5,16640,chr19,5377523,5388703,-
Mus musculus,mm10,Sart3,ENSMUSG00000018974.7,16641,chr5,113742446,113772510,-
Mus musculus,mm10,Sash1,ENSMUSG00000015305.6,16642,chr10,8722219,8886070,-
Mus musculus,mm10,Sash3,ENSMUSG00000031101.6,16643,chrX,48146436,48161565,+
Mus musculus,mm10,Sass6,ENSMUSG00000027959.14,16644,chr3,116594982,116631004,+
Mus musculus,mm10,Sat1,ENSMUSG00000025283.15,16645,chrX,155213132,155216449,-
Mus musculus,mm10,Sat2,ENSMUSG00000069835.10,16646,chr11,69622024,69623870,+
Mus musculus,mm10,Satb1,ENSMUSG00000023927.15,16647,chr17,51736187,51833290,-
Mus musculus,mm10,Satb2,ENSMUSG00000038331.15,16648,chr1,56793981,56978650,-
Mus musculus,mm10,Satl1,ENSMUSG00000025527.9,16649,chrX,112384303,112406779,-
Mus musculus,mm10,Sav1,ENSMUSG00000021067.8,16650,chr12,69965012,69987002,-
Mus musculus,mm10,Saxo1,ENSMUSG00000028492.13,16651,chr4,86444641,86558328,-
Mus musculus,mm10,Saxo2,ENSMUSG00000038570.15,16652,chr7,82632960,82648528,-
Mus musculus,mm10,Saysd1,ENSMUSG00000045107.5,16653,chr14,20075636,20138534,-
Mus musculus,mm10,Sbds,ENSMUSG00000025337.10,16654,chr5,130245731,130255530,-
Mus musculus,mm10,Sbf1,ENSMUSG00000036529.17,16655,chr15,89288236,89315311,-
Mus musculus,mm10,Sbf2,ENSMUSG00000038371.15,16656,chr7,110308013,110614922,-
Mus musculus,mm10,Sbk1,ENSMUSG00000042978.11,16657,chr7,126248862,126295016,+
Mus musculus,mm10,Sbk2,ENSMUSG00000030433.15,16658,chr7,4940512,4964406,-
Mus musculus,mm10,Sbk3,ENSMUSG00000085272.7,16659,chr7,4965260,4971168,-
Mus musculus,mm10,Sbno1,ENSMUSG00000038095.15,16660,chr5,124368702,124426001,-
Mus musculus,mm10,Sbno2,ENSMUSG00000035673.10,16661,chr10,80056992,80105571,-
Mus musculus,mm10,Sbp,ENSMUSG00000024128.13,16662,chr17,23941672,23945607,+
Mus musculus,mm10,Sbpl,ENSMUSG00000024125.2,16663,chr17,23953084,23955274,-
Mus musculus,mm10,Sbsn,ENSMUSG00000046056.15,16664,chr7,30751471,30756134,+
Mus musculus,mm10,Sbspon,ENSMUSG00000032719.4,16665,chr1,15853862,15892722,-
Mus musculus,mm10,Sc5d,ENSMUSG00000032018.14,16666,chr9,42251595,42264256,-
Mus musculus,mm10,Scaf1,ENSMUSG00000038406.17,16667,chr7,45002948,45016363,-
Mus musculus,mm10,Scaf11,ENSMUSG00000033228.8,16668,chr15,96411699,96460843,-
Mus musculus,mm10,Scaf4,ENSMUSG00000022983.16,16669,chr16,90225680,90284503,-
Mus musculus,mm10,Scaf8,ENSMUSG00000046201.9,16670,chr17,3114972,3198859,+
Mus musculus,mm10,Scai,ENSMUSG00000035236.17,16671,chr2,39066214,39190734,-
Mus musculus,mm10,Scamp1,ENSMUSG00000021687.14,16672,chr13,94201310,94285857,-
Mus musculus,mm10,Scamp2,ENSMUSG00000040188.10,16673,chr9,57560943,57588795,+
Mus musculus,mm10,Scamp3,ENSMUSG00000028049.15,16674,chr3,89177473,89182765,+
Mus musculus,mm10,Scamp4,ENSMUSG00000113949.1,16675,chr10,80602872,80615783,+
Mus musculus,mm10,Scamp5,ENSMUSG00000040722.7,16676,chr9,57441327,57468060,-
Mus musculus,mm10,Scand1,ENSMUSG00000046229.10,16677,chr2,156311846,156312747,-
Mus musculus,mm10,Scap,ENSMUSG00000032485.14,16678,chr9,110333288,110384950,+
Mus musculus,mm10,Scaper,ENSMUSG00000034007.10,16679,chr9,55549879,55938119,-
Mus musculus,mm10,Scara3,ENSMUSG00000034463.4,16680,chr14,65919394,65953935,-
Mus musculus,mm10,Scara5,ENSMUSG00000022032.14,16681,chr14,65666403,65764826,+
Mus musculus,mm10,Scarb1,ENSMUSG00000037936.15,16682,chr5,125277087,125341094,-
Mus musculus,mm10,Scarb2,ENSMUSG00000029426.8,16683,chr5,92441314,92506833,-
Mus musculus,mm10,Scarf1,ENSMUSG00000038188.17,16684,chr11,75513540,75526582,+
Mus musculus,mm10,Scarf2,ENSMUSG00000012017.4,16685,chr16,17797282,17808293,+
Mus musculus,mm10,Sccpdh,ENSMUSG00000038936.13,16686,chr1,179668210,179687189,+
Mus musculus,mm10,Scd1,ENSMUSG00000037071.3,16687,chr19,44394455,44407879,-
Mus musculus,mm10,Scd2,ENSMUSG00000025203.6,16688,chr19,44293674,44306864,+
Mus musculus,mm10,Scd3,ENSMUSG00000025202.8,16689,chr19,44203269,44244016,+
Mus musculus,mm10,Scd4,ENSMUSG00000050195.8,16690,chr19,44333092,44346743,+
Mus musculus,mm10,Scel,ENSMUSG00000022123.9,16691,chr14,103513342,103612797,+
Mus musculus,mm10,Scfd1,ENSMUSG00000020952.10,16692,chr12,51377510,51450101,+
Mus musculus,mm10,Scfd2,ENSMUSG00000062110.14,16693,chr5,74204816,74531759,-
Mus musculus,mm10,Scg2,ENSMUSG00000050711.7,16694,chr1,79434669,79440120,-
Mus musculus,mm10,Scg3,ENSMUSG00000032181.7,16695,chr9,75643189,75684056,-
Mus musculus,mm10,Scg5,ENSMUSG00000023236.7,16696,chr2,113776362,113829121,-
Mus musculus,mm10,Scgb1a1,ENSMUSG00000024653.2,16697,chr19,9083636,9087958,-
Mus musculus,mm10,Scgb1b10,ENSMUSG00000099581.1,16698,chr7,32100853,32102169,+
Mus musculus,mm10,Scgb1b11,ENSMUSG00000101638.1,16699,chr7,32222840,32224156,+
Mus musculus,mm10,Scgb1b12,ENSMUSG00000101520.1,16700,chr7,32334182,32335501,+
Mus musculus,mm10,Scgb1b15,ENSMUSG00000101232.1,16701,chr7,32836554,32837870,+
Mus musculus,mm10,Scgb1b17,ENSMUSG00000099898.1,16702,chr7,33063449,33064765,+
Mus musculus,mm10,Scgb1b18,ENSMUSG00000101401.1,16703,chr7,33185568,33186868,+
Mus musculus,mm10,Scgb1b19,ENSMUSG00000095232.2,16704,chr7,33287291,33288611,+
Mus musculus,mm10,Scgb1b2,ENSMUSG00000062556.3,16705,chr7,31290519,31291821,-
Mus musculus,mm10,Scgb1b20,ENSMUSG00000094978.2,16706,chr7,33373234,33374559,+
Mus musculus,mm10,Scgb1b24,ENSMUSG00000078753.3,16707,chr7,33743799,33744982,+
Mus musculus,mm10,Scgb1b27,ENSMUSG00000066583.4,16708,chr7,34021483,34022881,+
Mus musculus,mm10,Scgb1b29,ENSMUSG00000078757.4,16709,chr7,32441541,32442722,+
Mus musculus,mm10,Scgb1b3,ENSMUSG00000095257.1,16710,chr7,31375592,31376916,+
Mus musculus,mm10,Scgb1b30,ENSMUSG00000078752.3,16711,chr7,34095431,34100837,+
Mus musculus,mm10,Scgb1b7,ENSMUSG00000078759.3,16712,chr7,31712665,31713978,+
Mus musculus,mm10,Scgb1c1,ENSMUSG00000038801.6,16713,chr7,140845547,140846769,+
Mus musculus,mm10,Scgb2a2,ENSMUSG00000096872.2,16714,chr19,9847562,9852808,+
Mus musculus,mm10,Scgb2b11,ENSMUSG00000099729.1,16715,chr7,32209173,32211145,-
Mus musculus,mm10,Scgb2b12,ENSMUSG00000097982.1,16716,chr7,32325286,32327245,-
Mus musculus,mm10,Scgb2b15,ENSMUSG00000097972.1,16717,chr7,32827683,32829662,-
Mus musculus,mm10,Scgb2b17,ENSMUSG00000098094.7,16718,chr7,33054582,33056561,-
Mus musculus,mm10,Scgb2b18,ENSMUSG00000100058.1,16719,chr7,33171892,33173864,-
Mus musculus,mm10,Scgb2b19,ENSMUSG00000096467.2,16720,chr7,33278370,33280338,-
Mus musculus,mm10,Scgb2b2,ENSMUSG00000036521.5,16721,chr7,31290508,31304977,+
Mus musculus,mm10,Scgb2b20,ENSMUSG00000094305.1,16722,chr7,33364343,33366322,-
Mus musculus,mm10,Scgb2b21,ENSMUSG00000099900.1,16723,chr7,33518481,33520458,-
Mus musculus,mm10,Scgb2b24,ENSMUSG00000046438.5,16724,chr7,33737190,33739312,-
Mus musculus,mm10,Scgb2b26,ENSMUSG00000066586.3,16725,chr7,33943002,33945040,-
Mus musculus,mm10,Scgb2b27,ENSMUSG00000066584.10,16726,chr7,34011921,34013942,-
Mus musculus,mm10,Scgb2b3,ENSMUSG00000078754.2,16727,chr7,31359038,31362072,-
Mus musculus,mm10,Scgb2b7,ENSMUSG00000094053.2,16728,chr7,31703779,31705757,-
Mus musculus,mm10,Scgb3a1,ENSMUSG00000064057.12,16729,chr11,49663610,49665118,+
Mus musculus,mm10,Scgb3a2,ENSMUSG00000038791.14,16730,chr18,43764289,43767399,+
Mus musculus,mm10,Scgn,ENSMUSG00000021337.8,16731,chr13,23953456,23991214,-
Mus musculus,mm10,Schip1,ENSMUSG00000027777.15,16732,chr3,68064802,68626481,+
Mus musculus,mm10,Scimp,ENSMUSG00000057135.12,16733,chr11,70790932,70812586,-
Mus musculus,mm10,Scin,ENSMUSG00000002565.16,16734,chr12,40059769,40134228,-
Mus musculus,mm10,Sclt1,ENSMUSG00000059834.12,16735,chr3,41626720,41742514,-
Mus musculus,mm10,Scly,ENSMUSG00000026307.12,16736,chr1,91298338,91321075,+
Mus musculus,mm10,Scmh1,ENSMUSG00000000085.16,16737,chr4,120405281,120530186,+
Mus musculus,mm10,Scml2,ENSMUSG00000000037.17,16738,chrX,161082525,161258213,+
Mus musculus,mm10,Scml4,ENSMUSG00000044770.14,16739,chr10,42860370,42960780,+
Mus musculus,mm10,Scn10a,ENSMUSG00000034533.10,16740,chr9,119608456,119719322,-
Mus musculus,mm10,Scn11a,ENSMUSG00000034115.10,16741,chr9,119753759,119825456,-
Mus musculus,mm10,Scn1a,ENSMUSG00000064329.13,16742,chr2,66270778,66440840,-
Mus musculus,mm10,Scn1b,ENSMUSG00000019194.15,16743,chr7,31116524,31127003,-
Mus musculus,mm10,Scn2a,ENSMUSG00000075318.13,16744,chr2,65620771,65767447,+
Mus musculus,mm10,Scn2b,ENSMUSG00000070304.12,16745,chr9,45117782,45130070,+
Mus musculus,mm10,Scn3a,ENSMUSG00000057182.15,16746,chr2,65457118,65567627,-
Mus musculus,mm10,Scn3b,ENSMUSG00000049281.16,16747,chr9,40269217,40291618,+
Mus musculus,mm10,Scn4a,ENSMUSG00000001027.7,16748,chr11,106318592,106353288,-
Mus musculus,mm10,Scn4b,ENSMUSG00000046480.6,16749,chr9,45138395,45154152,+
Mus musculus,mm10,Scn5a,ENSMUSG00000032511.17,16750,chr9,119483408,119579016,-
Mus musculus,mm10,Scn7a,ENSMUSG00000034810.7,16751,chr2,66673425,66784914,-
Mus musculus,mm10,Scn8a,ENSMUSG00000023033.14,16752,chr15,100869858,101045938,+
Mus musculus,mm10,Scn9a,ENSMUSG00000075316.11,16753,chr2,66480080,66634962,-
Mus musculus,mm10,Scnm1,ENSMUSG00000092607.9,16754,chr3,95129536,95134011,-
Mus musculus,mm10,Scnn1a,ENSMUSG00000030340.16,16755,chr6,125320659,125344943,+
Mus musculus,mm10,Scnn1b,ENSMUSG00000030873.9,16756,chr7,121865038,121918514,+
Mus musculus,mm10,Scnn1g,ENSMUSG00000000216.8,16757,chr7,121734479,121768475,+
Mus musculus,mm10,Sco1,ENSMUSG00000069844.12,16758,chr11,67052670,67067070,+
Mus musculus,mm10,Sco2,ENSMUSG00000091780.3,16759,chr15,89371637,89373846,-
Mus musculus,mm10,Scoc,ENSMUSG00000063253.11,16760,chr8,83430084,83458391,-
Mus musculus,mm10,Scp2,ENSMUSG00000028603.15,16761,chr4,108043839,108144998,-
Mus musculus,mm10,Scp2d1,ENSMUSG00000027431.5,16762,chr2,144823656,144824415,+
Mus musculus,mm10,Scpep1,ENSMUSG00000000278.10,16763,chr11,88924020,88955465,-
Mus musculus,mm10,Scrg1,ENSMUSG00000031610.3,16764,chr8,57455923,57477585,+
Mus musculus,mm10,Scrib,ENSMUSG00000022568.17,16765,chr15,76047158,76069784,-
Mus musculus,mm10,Scrn1,ENSMUSG00000019124.10,16766,chr6,54501173,54566489,-
Mus musculus,mm10,Scrn2,ENSMUSG00000020877.11,16767,chr11,97029938,97033958,+
Mus musculus,mm10,Scrn3,ENSMUSG00000008226.14,16768,chr2,73312601,73337818,+
Mus musculus,mm10,Scrt1,ENSMUSG00000048385.9,16769,chr15,76516203,76522499,-
Mus musculus,mm10,Scrt2,ENSMUSG00000060257.2,16770,chr2,152081529,152095802,+
Mus musculus,mm10,Sct,ENSMUSG00000038580.13,16771,chr7,141278330,141279133,-
Mus musculus,mm10,Sctr,ENSMUSG00000026387.15,16772,chr1,120006894,120063536,+
Mus musculus,mm10,Scube1,ENSMUSG00000016763.15,16773,chr15,83604999,83725021,-
Mus musculus,mm10,Scube2,ENSMUSG00000007279.14,16774,chr7,109798676,109865679,-
Mus musculus,mm10,Scube3,ENSMUSG00000038677.14,16775,chr17,28142141,28174854,+
Mus musculus,mm10,Scx,ENSMUSG00000034161.8,16776,chr15,76457452,76459458,+
Mus musculus,mm10,Scyl1,ENSMUSG00000024941.9,16777,chr19,5758351,5771419,-
Mus musculus,mm10,Scyl2,ENSMUSG00000069539.11,16778,chr10,89638721,89686285,-
Mus musculus,mm10,Scyl3,ENSMUSG00000026584.14,16779,chr1,163929100,163955126,+
Mus musculus,mm10,Sdad1,ENSMUSG00000029415.4,16780,chr5,92284010,92310479,-
Mus musculus,mm10,Sdc1,ENSMUSG00000020592.14,16781,chr12,8771323,8793715,+
Mus musculus,mm10,Sdc2,ENSMUSG00000022261.6,16782,chr15,32920723,33034935,+
Mus musculus,mm10,Sdc3,ENSMUSG00000025743.14,16783,chr4,130792537,130826319,+
Mus musculus,mm10,Sdc4,ENSMUSG00000017009.3,16784,chr2,164424247,164443887,-
Mus musculus,mm10,Sdcbp,ENSMUSG00000028249.15,16785,chr4,6365650,6408423,+
Mus musculus,mm10,Sdcbp2,ENSMUSG00000027456.8,16786,chr2,151572622,151590005,+
Mus musculus,mm10,Sdccag8,ENSMUSG00000026504.17,16787,chr1,176814660,177020437,+
Mus musculus,mm10,Sde2,ENSMUSG00000038806.7,16788,chr1,180851127,180868113,+
Mus musculus,mm10,Sdf2,ENSMUSG00000002064.10,16789,chr11,78245746,78255496,+
Mus musculus,mm10,Sdf2l1,ENSMUSG00000022769.9,16790,chr16,17130138,17132383,-
Mus musculus,mm10,Sdf4,ENSMUSG00000029076.14,16791,chr4,155992872,156013610,+
Mus musculus,mm10,Sdha,ENSMUSG00000021577.14,16792,chr13,74322254,74350280,-
Mus musculus,mm10,Sdhaf1,ENSMUSG00000074211.4,16793,chr7,30321406,30323895,-
Mus musculus,mm10,Sdhaf2,ENSMUSG00000024668.8,16794,chr19,10500534,10526142,-
Mus musculus,mm10,Sdhaf3,ENSMUSG00000042505.6,16795,chr6,6956004,7042979,+
Mus musculus,mm10,Sdhaf4,ENSMUSG00000026154.4,16796,chr1,23995939,24005656,-
Mus musculus,mm10,Sdhb,ENSMUSG00000009863.14,16797,chr4,140961203,140979193,+
Mus musculus,mm10,Sdhc,ENSMUSG00000058076.12,16798,chr1,171127165,171150603,-
Mus musculus,mm10,Sdhd,ENSMUSG00000000171.5,16799,chr9,50596357,50603812,-
Mus musculus,mm10,Sdk1,ENSMUSG00000039683.16,16800,chr5,141241490,142215586,+
Mus musculus,mm10,Sdk2,ENSMUSG00000041592.16,16801,chr11,113776374,114067046,-
Mus musculus,mm10,Sdr16c5,ENSMUSG00000028236.3,16802,chr4,3995936,4019663,-
Mus musculus,mm10,Sdr16c6,ENSMUSG00000071019.11,16803,chr4,4055929,4077522,-
Mus musculus,mm10,Sdr39u1,ENSMUSG00000022223.9,16804,chr14,55897283,55900293,-
Mus musculus,mm10,Sdr42e1,ENSMUSG00000034308.13,16805,chr8,117661399,117673689,-
Mus musculus,mm10,Sdr9c7,ENSMUSG00000040127.13,16806,chr10,127898518,127911761,+
Mus musculus,mm10,Sds,ENSMUSG00000029597.14,16807,chr5,120476526,120483932,+
Mus musculus,mm10,Sdsl,ENSMUSG00000029596.13,16808,chr5,120458186,120472810,-
Mus musculus,mm10,Sebox,ENSMUSG00000001103.7,16809,chr11,78503447,78505081,+
Mus musculus,mm10,Sec1,ENSMUSG00000040364.8,16810,chr7,45677686,45694402,-
Mus musculus,mm10,Sec11a,ENSMUSG00000025724.12,16811,chr7,80904889,80947780,-
Mus musculus,mm10,Sec11c,ENSMUSG00000024516.13,16812,chr18,65800515,65817684,+
Mus musculus,mm10,Sec13,ENSMUSG00000030298.10,16813,chr6,113728062,113740743,-
Mus musculus,mm10,Sec14l1,ENSMUSG00000020823.16,16814,chr11,117115168,117159268,+
Mus musculus,mm10,Sec14l2,ENSMUSG00000003585.13,16815,chr11,4097039,4123415,-
Mus musculus,mm10,Sec14l3,ENSMUSG00000054986.13,16816,chr11,4064841,4077736,+
Mus musculus,mm10,Sec14l4,ENSMUSG00000019368.13,16817,chr11,4031462,4048024,+
Mus musculus,mm10,Sec14l5,ENSMUSG00000091712.2,16818,chr16,5147109,5187271,+
Mus musculus,mm10,Sec16a,ENSMUSG00000026924.17,16819,chr2,26409431,26445216,-
Mus musculus,mm10,Sec16b,ENSMUSG00000026589.14,16820,chr1,157506728,157568425,+
Mus musculus,mm10,Sec22a,ENSMUSG00000034473.14,16821,chr16,35311131,35363918,-
Mus musculus,mm10,Sec22b,ENSMUSG00000027879.9,16822,chr3,97901190,97923276,+
Mus musculus,mm10,Sec22c,ENSMUSG00000061536.13,16823,chr9,121680045,121705490,-
Mus musculus,mm10,Sec23a,ENSMUSG00000020986.13,16824,chr12,58958383,59012017,-
Mus musculus,mm10,Sec23b,ENSMUSG00000027429.16,16825,chr2,144556229,144590749,+
Mus musculus,mm10,Sec23ip,ENSMUSG00000055319.8,16826,chr7,128744943,128784836,+
Mus musculus,mm10,Sec24a,ENSMUSG00000036391.16,16827,chr11,51692264,51763634,-
Mus musculus,mm10,Sec24b,ENSMUSG00000001052.15,16828,chr3,129982759,130061553,-
Mus musculus,mm10,Sec24c,ENSMUSG00000039367.11,16829,chr14,20674308,20694852,+
Mus musculus,mm10,Sec24d,ENSMUSG00000039234.11,16830,chr3,123267455,123365641,+
Mus musculus,mm10,Sec31a,ENSMUSG00000035325.16,16831,chr5,100361649,100416234,-
Mus musculus,mm10,Sec31b,ENSMUSG00000051984.13,16832,chr19,44516957,44545864,-
Mus musculus,mm10,Sec61a1,ENSMUSG00000030082.14,16833,chr6,88503579,88518905,-
Mus musculus,mm10,Sec61a2,ENSMUSG00000025816.15,16834,chr2,5870987,5895432,-
Mus musculus,mm10,Sec61b,ENSMUSG00000053317.11,16835,chr4,47474658,47483242,+
Mus musculus,mm10,Sec61g,ENSMUSG00000078974.10,16836,chr11,16500530,16508484,-
Mus musculus,mm10,Sec62,ENSMUSG00000027706.8,16837,chr3,30792875,30821263,+
Mus musculus,mm10,Sec63,ENSMUSG00000019802.13,16838,chr10,42761496,42832514,+
Mus musculus,mm10,Secisbp2,ENSMUSG00000035139.14,16839,chr13,51651697,51684044,+
Mus musculus,mm10,Secisbp2l,ENSMUSG00000035093.16,16840,chr2,125736986,125782870,-
Mus musculus,mm10,Sectm1a,ENSMUSG00000025165.12,16841,chr11,121067407,121081220,-
Mus musculus,mm10,Sectm1b,ENSMUSG00000039364.13,16842,chr11,121053458,121063569,-
Mus musculus,mm10,Seh1l,ENSMUSG00000079614.4,16843,chr18,67774876,67795487,+
